SCENARIO_CODE,FEATURE_URL,FEATURE FILE,SCENARIO_TITLE,SCENARIO,POINTS,Capitalize Gherkin keywords,Limit the number of steps per scenario to a maximum of ten,Line length: Limit the number of characters in each step,Number of syllables per word,Use proper spelling,Use proper grammar,Capitalize the first letter of the first word in a scenario title,Do not use punctuation at the end of step phrases,Use single spaces between words,Indent the content beneath every section header,Do not separate steps within a scenario by blank lines,Use of non-technical language,Do not capitalize words in the step phrases unless they are proper nouns,Follow steps order (Given-When-Then),Separate one scenario from another scenario by one blank line,Space table delimiter pipes (“|”) evenly,"Write all tag names in lowercase, and use hyphens to separate words",Limit the length of tag names to one-third of a scenario title,Use tabular presentation for complex information,Do not use legal jargon,Avoid repetition of steps,Provide a title for each scenario
P10_F02_SC_06,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,testunit,"  Scenario: testunit
    Given a working directory
    And I have configured git sanely
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'

    Then a directory named 'the-perfect-gem/test' is created

    And a file named 'the-perfect-gem/test/helper.rb' is created
    And a file named 'the-perfect-gem/test/test_the-perfect-gem.rb' is created",4.27,5,5,1,1,5,3,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
P10_F02_SC_07,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,micronaut,"  Scenario: micronaut
    Given a working directory
    And I have configured git sanely
    When I generate a micronaut project named 'the-perfect-gem' that is 'zomg, so good'

    Then a directory named 'the-perfect-gem/examples' is created

    And a file named 'the-perfect-gem/examples/example_helper.rb' is created
    And a file named 'the-perfect-gem/examples/the-perfect-gem_example.rb' is created",4.36,5,5,1,1,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
P10_F02_SC_08,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,shindo,"  Scenario: shindo
    Given a working directory
    And I have configured git sanely
    When I generate a shindo project named 'the-perfect-gem' that is 'zomg, so good'

    Then a directory named 'the-perfect-gem/tests' is created

    And a file named 'the-perfect-gem/tests/tests_helper.rb' is created
    And a file named 'the-perfect-gem/tests/the-perfect-gem_tests.rb' is created",4.36,5,5,1,1,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
P10_F03_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,.document,"  Scenario: .document
    Given a working directory
    And I have configured git sanely
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'
    Then '.document' contains 'lib/**/*.rb'
    And '.document' contains 'bin/*'
    And '.document' contains 'features/**/*.feature'
    And '.document' contains 'LICENSE.txt'",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F04_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,Environment variable set,"  Scenario: Environment variable set
    Given a working directory
    And I set JEWELER_OPTS env variable to ""--rspec""
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'spec/the-perfect-gem_spec.rb' should describe 'ThePerfectGem'",4.59,5,5,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,disabled,"  Background:
    Given a working directory
    And I have configured git sanely

  Scenario: disabled
    Given I do not want bundler
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'
    Then a file named 'the-perfect-gemGemfile' is not created",4.59,5,5,3,3,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,enabled,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: enabled
    Given I want bundler
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'
    Then a file named 'the-perfect-gem/Gemfile' is created",4.64,5,5,3,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,default,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: default
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'
    Then a file named 'the-perfect-gem/Gemfile' is created
    And 'Gemfile' uses the gemcutter source
    And 'Gemfile' has a development dependency on 'bundler'
    And 'Gemfile' has a development dependency on the current version of jeweler
    And 'Gemfile' has a development dependency on 'simplecov'
    And 'Gemfile' has a development dependency on 'rcov'
    And 'Gemfile' has a development dependency on 'rdoc'
    And 'Gemfile' does not have a development dependency on 'yard'",4.45,5,4,2,2,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,bacon,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: bacon
    When I generate a bacon project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'Gemfile' has a development dependency on 'bacon'",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_05,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,minitest,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: minitest
    When I generate a minitest project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'Gemfile' has a development dependency on 'minitest'",4.5,5,5,2,2,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_06,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,rspec,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: rspec
    When I generate a rspec project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'Gemfile' has a development dependency on 'rspec'",4.55,5,5,3,3,5,5,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_07,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,shoulda,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: shoulda
    When I generate a shoulda project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'Gemfile' has a development dependency on 'shoulda'",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_08,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,micronaut,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: micronaut
    When I generate a micronaut project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'Gemfile' has a development dependency on 'micronaut'",4.5,5,5,2,2,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_09,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,cucumber,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: cucumber
    Given I want cucumber stories
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'Gemfile' has a development dependency on 'cucumber'",4.5,5,5,2,2,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_10,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,reek,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: reek
    Given I want reek
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'Gemfile' has a development dependency on 'reek'",4.59,5,5,3,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_11,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,roodi,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: roodi
    Given I want roodi
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'Gemfile' has a development dependency on 'roodi'",4.45,5,5,2,2,5,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_12,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,rdoc,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: rdoc
    Given I want to use rdoc instead of yard
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'Gemfile' has a development dependency on 'rdoc'
    And 'Gemfile' does not have a development dependency on 'yard'",4.55,5,5,3,3,5,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_13,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,yard,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: yard
    Given I want to use yard instead of rdoc
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'Gemfile' has a development dependency on 'yard'
    Then 'Gemfile' has a development dependency on 'rdoc'",4.55,5,5,3,3,5,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P10_F05_SC_14,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,shindo,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: shindo
    When I generate a shindo project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'Gemfile' has a development dependency on 'shindo'",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F06_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,git remote configuration,"  Scenario: git remote configuration
    Given a working directory
    And I have configured git sanely
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'

    Then git repository has 'origin' remote
    And git repository 'origin' remote should be 'git@github.com:technicalpickles/the-perfect-gem.git'",4.41,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F06_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,.gitignore,"  Scenario: .gitignore
    Given a working directory
    And I have configured git sanely
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'

    Then a sane '.gitignore' is created",4.59,5,5,3,3,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F06_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,baseline repository,"  Scenario: baseline repository
    Given a working directory
    And I have configured git sanely
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'

    Then a commit with the message 'Initial commit to the-perfect-gem.' is made
    And 'README.rdoc' was checked in
    And 'Rakefile' was checked in
    And 'LICENSE.txt' was checked in
    And 'lib/the-perfect-gem.rb' was checked in
    And '.gitignore' was checked in

    And no files are untracked
    And no files are changed
    And no files are added
    And no files are deleted",4.5,5,4,3,3,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
P10_F06_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,bacon,"  Scenario: bacon
    Given a working directory
    And I have configured git sanely
    When I generate a bacon project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'spec/spec_helper.rb' was checked in
    And 'spec/the-perfect-gem_spec.rb' was checked in",4.5,5,5,2,2,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F06_SC_05,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,minitest,"  Scenario: minitest
    Given a working directory
    And I have configured git sanely
    When I generate a minitest project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'test/helper.rb' was checked in
    And 'test/test_the-perfect-gem.rb' was checked in",4.41,5,5,2,2,5,4,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5
P10_F06_SC_06,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,rspec,"  Scenario: rspec
    Given a working directory
    And I have configured git sanely
    When I generate a rspec project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'spec/spec_helper.rb' was checked in
    And 'spec/the-perfect-gem_spec.rb' was checked in",4.5,5,5,2,2,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F06_SC_07,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,shoulda,"  Scenario: shoulda
    Given a working directory
    And I have configured git sanely
    When I generate a shoulda project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'test/helper.rb' was checked in
    And 'test/test_the-perfect-gem.rb' was checked in",4.5,5,5,2,2,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F06_SC_08,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,testunit,"  Scenario: testunit
    Given a working directory
    And I have configured git sanely
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'test/helper.rb' was checked in
    And 'test/test_the-perfect-gem.rb' was checked in",4.41,5,5,2,2,5,4,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5
P10_F06_SC_09,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,micronaut,"  Scenario: micronaut
    Given a working directory
    And I have configured git sanely
    When I generate a micronaut project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'examples/example_helper.rb' was checked in
    And 'examples/the-perfect-gem_example.rb' was checked in",4.41,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F06_SC_10,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,cucumber,"  Scenario: cucumber
    Given a working directory
    And I have configured git sanely
    And I want cucumber stories
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'features/the-perfect-gem.feature' was checked in
    And 'features/support/env.rb' was checked in
    And 'features/step_definitions/the-perfect-gem_steps.rb' was checked in",4.41,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F06_SC_11,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,shindo,"  Scenario: shindo
    Given a working directory
    And I have configured git sanely
    When I generate a shindo project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'tests/tests_helper.rb' was checked in
    And 'tests/the-perfect-gem_tests.rb' was checked in",4.5,5,5,2,2,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F07_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,crediting user,"    Background:
    Given a working directory
Scenario: crediting user
    Given I have configured git sanely
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'

    Then LICENSE.txt credits 'foo'",4.45,5,5,2,2,5,4,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F07_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,copyright in the current year,"    Background:
    Given a working directory
Scenario: copyright in the current year
    Given it is the year 2005
    And I have configured git sanely
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'

    Then LICENSE.txt has a copyright in the year 2005",4.59,5,5,3,3,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,shared,"  Background:
    Given a working directory
    And I have configured git sanely

  Scenario: shared
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good' and described as 'Descriptive'

    Then 'Rakefile' requires 'bundler'
    And 'Rakefile' sets up bundler using the default and development groups
    And 'Rakefile' requires 'rubygems'
    And 'Rakefile' requires 'rake'
    And 'Rakefile' requires 'rdoc/task'
    And Rakefile has 'the-perfect-gem' for the Jeweler::Tasks name
    And Rakefile has 'bar@example.com' for the Jeweler::Tasks email
    And Rakefile has 'zomg, so good' for the Jeweler::Tasks summary
    And Rakefile has 'Descriptive' for the Jeweler::Tasks description
    And Rakefile has 'http://github.com/technicalpickles/the-perfect-gem' for the Jeweler::Tasks homepage
    And Rakefile has 'MIT' for the Jeweler::Tasks license
    And Rakefile instantiates a Jeweler::RubygemsDotOrgTasks
    And Rakefile has a magic comment for UTF-8",4.36,5,4,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,bacon,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: bacon
    When I generate a bacon project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'Rakefile' requires 'rcov/rcovtask'
    And Rakefile has 'spec/**/*_spec.rb' for the Rake::TestTask pattern
    And Rakefile has 'spec/**/*_spec.rb' for the Rcov::RcovTask pattern
    And Rakefile has 'spec' in the Rcov::RcovTask libs
    And Rakefile has ""spec"" as the default task",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,minitest,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: minitest
    When I generate a minitest project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'Rakefile' requires 'rcov/rcovtask'
    And Rakefile has 'test/**/test_*.rb' for the Rake::TestTask pattern
    And Rakefile has 'test/**/test_*.rb' for the Rcov::RcovTask pattern
    And Rakefile has 'test' in the Rcov::RcovTask libs
    And Rakefile has ""test"" as the default task",4.41,5,5,2,2,5,4,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,rspec,"  Background:
    Given a working directory
    And I have configured git sanely
  @rspec
  Scenario: rspec
    When I generate a rspec project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'Rakefile' requires 'rspec/core'
    And 'Rakefile' requires 'rspec/core/rake_task'
    And Rakefile has 'spec/**/*_spec.rb' for the RSpec::Core::RakeTask pattern
    And Rakefile has ""spec"" as the default task",4.5,5,5,2,2,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_05,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,shoulda,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: shoulda
    When I generate a shoulda project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'Rakefile' requires 'rcov/rcovtask'
    And Rakefile has 'test/**/test_*.rb' for the Rake::TestTask pattern
    And Rakefile has 'test/**/test_*.rb' for the Rcov::RcovTask pattern
    And Rakefile has 'test' in the Rcov::RcovTask libs
    And Rakefile has ""test"" as the default task",4.5,5,5,2,2,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_06,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,micronaut,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: micronaut
    When I generate a micronaut project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'Rakefile' requires 'micronaut/rake_task'
    And Rakefile has 'examples/**/*_example.rb' for the Micronaut::RakeTask pattern
    And Rakefile has ""examples"" as the default task",4.36,5,5,1,1,5,4,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_07,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,testunit,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: testunit
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'Rakefile' requires 'rcov/rcovtask'
    Then Rakefile has 'test/**/test_*.rb' for the Rake::TestTask pattern
    And Rakefile has 'test/**/test_*.rb' for the Rcov::RcovTask pattern
    And Rakefile has 'test' in the Rcov::RcovTask libs
    And Rakefile has '--exclude ""gems/*""' in the Rcov::RcovTask rcov_opts
    And Rakefile has ""test"" as the default task",4.45,5,5,2,2,5,4,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_08,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,no cucumber,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: no cucumber
    Given I do not want cucumber stories
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then Rakefile does not require 'cucumber/rake/task'
    And Rakefile does not instantiate a Cucumber::Rake::Task",4.5,5,5,2,2,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_09,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,cucumber,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: cucumber
    Given I want cucumber stories
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then Rakefile requires 'cucumber/rake/task'
    And Rakefile instantiates a Cucumber::Rake::Task",4.41,5,5,1,1,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_10,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,no reek,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: no reek
    Given I do not want reek
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then Rakefile does not require 'reek/rake/task'
    And Rakefile does not instantiate a Reek::Rake::Task",4.59,5,5,3,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_11,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,reek,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: reek
    Given I want reek
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then Rakefile requires 'reek/rake/task'
    And Rakefile instantiates a Reek::Rake::Task",4.5,5,5,2,2,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_12,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,no roodi,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: no roodi
    Given I do not want roodi
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then Rakefile does not require 'roodi'
    And Rakefile does not require 'roodi_task'
    And Rakefile does not instantiate a RoodiTask",4.59,5,5,3,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_13,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,roodi,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: roodi
    Given I want roodi
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then Rakefile requires 'roodi'
    And Rakefile requires 'roodi_task'
    And Rakefile instantiates a RoodiTask",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_14,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,no rubyforge,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: no rubyforge
    Given I do not want rubyforge setup
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'
    Then Rakefile does not instantiate a Jeweler::RubyforgeTasks",4.41,5,5,2,2,5,4,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_15,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,yard,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: yard
    Given I want to use yard instead of rdoc
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'Rakefile' does not require 'rdoc/task'
    And 'Rakefile' requires 'yard'
    And Rakefile instantiates a YARD::Rake::YardocTask",4.55,5,5,3,3,5,4,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_16,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,rdoc,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: rdoc
    Given I want to use rdoc instead of yard
    When I generate a testunit project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'Rakefile' does not require 'yard'
    And 'Rakefile' requires 'rdoc/task'
    And Rakefile does not instantiate a YARD::Rake::YardocTask
    And Rakefile instantiates a Rake::RDocTask.new",4.45,5,5,2,2,5,4,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_17,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,shindo,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: shindo
    When I generate a shindo project named 'the-perfect-gem' that is 'zomg, so good'
    And 'Rakefile' requires 'shindo/rake'
    And Rakefile instantiates a Shindo::Rake.new
    And Rakefile has ""tests"" as the default task",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_18,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,bundler,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: bundler
    Given I want bundler
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good' and described as 'Descriptive'
    Then 'Rakefile' requires 'bundler'
    And 'Rakefile' sets up bundler using the default and development groups
    And Rakefile does not add 'jeweler' as a development dependency to Jeweler::Tasks",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F08_SC_19,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,no bundler,"  Background:
    Given a working directory
    And I have configured git sanely
  Scenario: no bundler
    Given I do not want bundler
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good' and described as 'Descriptive'
    Then 'Rakefile' does not require 'bundler'
    And 'Rakefile' does not setup bundler
    And Rakefile adds 'jeweler' as a development dependency to Jeweler::Tasks",4.64,5,5,3,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F09_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,copyright,"  Scenario: copyright
    Given a working directory
    And I have configured git sanely
    When I generate a project named 'the-perfect-gem' that is 'zomg, so good'

    Then 'README.rdoc' contains '= the-perfect-gem'
    And 'README.rdoc' mentions copyright belonging to me in the current year",4.5,5,5,2,2,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
P10_F10_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,bacon,"
  Scenario: bacon
    Given a working directory
    And I have configured git sanely
    When I generate a bacon project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'spec/the-perfect-gem_spec.rb' should describe 'ThePerfectGem'",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P10_F10_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/jeweler-master/features/generator,cucumber.feature,minitest,"
  Scenario: minitest
    Given a working directory
    And I have configured git sanely
    When I generate a minitest project named 'the-perfect-gem' that is 'zomg, so good'
    Then 'test/test_the-perfect-gem.rb' should define 'TestThePerfectGem' as a subclass of 'MiniTest::Test'",4.5,5,5,2,2,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
